Date,Security1,Security2,Security3,Security4,Security5,Security6,Security7,Security8,Security9,Security10
27/09/2004,34.13836,8.92351,62.24755,3.12118,7.97259,3.47633,7.4279,7.60525,14.66242,0.77829
28/09/2004,34.06264,8.96957,61.96401,3.12118,7.83535,3.50049,7.41859,7.67805,14.60437,0.78065
29/09/2004,33.98099,9.04508,62.51352,3.12143,7.91626,3.52733,7.52581,7.93447,14.60437,0.78143
30/09/2004,34.1637,9.1076,62.59307,3.17336,8.01,3.56322,7.73089,7.97315,14.72707,0.77479
01/10/2004,34.31807,9.23589,64.18996,3.34082,7.90339,3.56974,7.68734,8.11111,14.72707,0.77936
04/10/2004,34.23004,9.38613,64.37553,3.25552,7.93598,3.55793,7.77522,8.00905,14.90273,0.80201
05/10/2004,34.85017,9.39603,65.42661,3.27833,8.00239,3.62123,7.74983,8.08359,14.84336,0.7868
06/10/2004,35.06431,9.47474,65.23528,3.27833,8.0303,3.55766,7.72011,8.07303,14.84222,0.82338
07/10/2004,34.95013,9.50306,65.06914,3.27833,7.98061,3.57698,7.81629,7.92681,14.90464,0.85669
08/10/2004,34.2103,9.60893,65.41221,3.36355,8.08239,3.64625,7.73982,8.05291,14.93203,0.89315
11/10/2004,33.82155,9.57953,65.50292,3.29321,8.02287,3.7001,7.58667,8.1476,14.96921,0.88413
12/10/2004,33.18268,9.57953,64.41402,3.36076,7.88323,3.67635,7.60767,8.02363,14.91344,0.87815
13/10/2004,32.89756,9.55393,64.5202,3.28624,7.82205,3.73488,7.64725,8.01557,14.90885,0.91755
14/10/2004,33.15172,9.71119,64.64003,3.1731,7.77983,3.71003,7.78273,8.00545,14.79632,0.88606
15/10/2004,33.60663,9.80721,65.02544,3.1731,7.7979,3.69131,7.90198,8.08712,14.80316,0.89525
18/10/2004,33.42052,9.84483,64.54509,3.1731,7.79976,3.68234,7.92638,8.1675,14.85727,0.90115
19/10/2004,34.96503,9.90726,64.76822,3.15714,7.87859,3.73284,7.92298,8.28635,14.97574,0.92281
20/10/2004,34.83913,9.9158,64.06754,3.13526,7.82307,3.73337,8.12086,8.14223,14.92474,0.90158
21/10/2004,35.61337,10.05558,64.41874,3.22769,7.94023,3.77009,8.10508,8.20952,14.92321,0.89523
22/10/2004,36.0485,10.07993,64.19301,3.14398,7.84981,3.83791,7.98439,8.27662,14.92321,0.8734
25/10/2004,35.59397,10.05873,63.82958,3.25761,7.86963,3.79858,7.931,8.30373,14.82276,0.86532
26/10/2004,35.42466,10.04815,63.83789,3.25761,7.86679,3.77426,7.93877,8.44655,14.81571,0.88101
27/10/2004,35.76035,10.16282,65.0992,3.25761,7.9207,3.80531,8.04943,8.43322,14.82352,0.8928
28/10/2004,36.4042,10.327,65.95843,3.2093,7.98461,3.85164,8.02085,8.54648,14.99788,0.89979
29/10/2004,38.05197,10.40891,66.17006,3.21229,7.98845,3.84121,7.9055,8.58394,14.99094,0.89979
01/11/2004,38.05197,10.40891,66.71212,3.17494,8.14442,3.85822,7.91734,8.61315,15.05643,0.908
02/11/2004,39.3398,10.31422,67.41679,3.1485,8.09074,3.8976,7.99197,8.71102,15.23144,0.91186
03/11/2004,38.01943,10.39354,68.29126,3.17366,8.21132,3.92307,8.12099,8.76729,15.2927,0.90056
04/11/2004,37.71439,10.45552,68.57569,3.17366,8.20593,3.92926,8.12215,8.76862,15.42024,0.87314
05/11/2004,38.85815,10.5668,70.48465,3.17366,8.26939,3.95967,8.19323,8.79903,15.54931,0.87733
08/11/2004,38.06302,10.49613,70.5518,3.20649,8.2298,4.11544,8.24431,8.75976,15.72278,0.84385
09/11/2004,39.62591,10.34111,70.89662,3.2521,8.2769,4.16459,8.18037,8.71048,15.60286,0.85308
10/11/2004,39.62514,10.23142,71.06842,3.25595,8.24696,4.13252,8.23492,8.91041,15.76793,0.8675
11/11/2004,39.62514,10.48313,71.5093,3.25595,8.24696,4.10914,8.45578,9.01539,15.77442,0.85366
12/11/2004,38.65745,10.70279,72.07852,3.25595,8.16422,4.18362,8.40779,9.24916,16.02406,0.83402
15/11/2004,38.85381,10.82935,71.22166,3.25595,8.16422,4.1393,8.40693,9.04399,16.25773,0.83402
16/11/2004,38.86958,10.782,72.07779,3.36389,8.10905,4.11438,8.68421,9.00411,15.95977,0.83402
17/11/2004,38.83346,11.10038,73.33643,3.41304,8.19399,4.27344,8.70078,9.36165,15.96223,0.84184
18/11/2004,38.88974,11.05707,72.42903,3.3825,8.08505,4.23145,8.66239,9.20694,15.837,0.86929
19/11/2004,38.95784,11.13833,71.99634,3.44906,8.18454,4.25055,8.6175,9.32072,15.78619,0.87895
22/11/2004,39.4578,11.09054,72.08132,3.42931,8.1915,4.14568,8.79904,9.23251,15.78436,0.8702
23/11/2004,39.07345,10.98992,72.24297,3.42931,8.15053,4.1395,8.85931,9.26865,15.95771,0.89108
24/11/2004,39.41195,11.0495,74.12442,3.42931,8.21446,4.15206,8.9204,9.43051,15.78436,0.89357
25/11/2004,40.85738,11.2508,74.44822,3.42931,8.22047,4.20274,8.98207,9.57161,15.60908,0.89073
26/11/2004,40.89336,11.28987,74.54481,3.49003,8.18291,4.20113,8.96036,9.88362,15.60647,0.85633
29/11/2004,40.20687,11.20734,74.09837,3.49624,8.23905,4.18151,8.93407,9.89912,15.77726,0.84243
30/11/2004,40.11798,11.19132,73.66893,3.51694,8.17192,4.1469,8.92302,9.81035,15.83944,0.82274
01/12/2004,41.21011,11.24649,75.58358,3.51209,8.26531,4.20809,8.65465,9.82802,15.90103,0.8337
02/12/2004,42.34185,11.22001,75.80742,3.61825,8.27845,4.22466,8.69679,9.68136,15.96223,0.87359
03/12/2004,42.81316,11.29176,76.74689,3.61825,8.30731,4.2856,8.66148,9.82042,15.90451,0.88355
06/12/2004,42.45055,11.29176,76.35101,3.61825,8.19143,4.28794,8.83276,9.71464,16.0288,0.89217
07/12/2004,43.68215,11.30271,76.48245,3.7249,8.19143,4.29857,8.76479,9.66909,15.96819,0.89651
08/12/2004,43.27351,11.30271,75.554,3.68725,8.1248,4.28212,8.77573,9.63917,15.79107,0.85565
09/12/2004,41.79067,11.10048,74.19567,3.7021,8.00726,4.23994,8.9124,9.52214,15.77888,0.86599
10/12/2004,41.28469,11.06285,74.60032,3.62054,8.03337,4.24294,8.92607,9.57034,15.6598,0.89201
13/12/2004,42.29636,11.20252,75.64238,3.66846,8.13072,4.31663,8.88403,9.6259,15.48216,0.92599
14/12/2004,42.50239,11.17161,75.54043,3.66846,8.17115,4.31073,9.11536,9.58599,15.6606,0.92827
15/12/2004,43.59902,11.21841,75.97616,3.66846,8.22649,4.32524,9.10384,9.75699,15.6606,0.95219
16/12/2004,43.31486,11.07808,75.51352,3.60454,8.26284,4.35302,9.08012,9.7465,15.65939,0.97977
17/12/2004,43.30671,11.09826,74.87905,3.52222,8.25631,4.38204,9.38761,9.7451,15.47241,1.03407
20/12/2004,44.4148,11.15921,74.92007,3.58892,8.21446,4.41229,9.29801,9.88022,15.70964,1.03312
21/12/2004,44.39367,11.19742,74.35287,3.56443,8.28148,4.36377,9.11349,9.82831,15.71045,0.99898
22/12/2004,44.97554,11.32064,74.71641,3.59726,8.28098,4.42702,9.12418,9.9078,15.70762,1.03499
23/12/2004,44.69607,11.47895,75.81497,3.59726,8.23352,4.48852,9.12418,10.01677,15.76712,1.04327
24/12/2004,45.22179,11.47895,75.81497,3.59726,8.22097,4.48852,9.38629,10.01677,15.76692,1.04899
27/12/2004,45.37968,11.63121,76.49842,3.56766,8.17142,4.50103,9.3418,10.03503,15.76692,1.06101
28/12/2004,45.16302,11.67091,77.23158,3.50983,8.24712,4.50952,9.3481,10.01721,15.78396,1.0618
29/12/2004,46.31172,11.6315,77.02983,3.45542,8.27391,4.45609,9.36199,10.0896,15.83109,1.05671
30/12/2004,46.31178,11.60834,77.52406,3.46475,8.29716,4.5276,9.36199,10.01456,15.71752,1.05671
31/12/2004,45.87156,11.60834,77.52406,3.42513,8.318,4.5276,9.2432,10.01456,15.84433,1.05671
03/01/2005,46.76604,11.56267,77.14774,3.33264,8.28098,4.45019,9.22841,10.06115,15.77523,1.08535
04/01/2005,45.42222,11.41084,75.79899,3.33264,8.1915,4.398,9.07762,9.88753,15.64008,1.09824
05/01/2005,43.75343,11.23185,74.69679,3.35899,8.25531,4.43341,8.90653,9.78999,15.51477,1.09145
06/01/2005,42.9804,11.23185,76.4977,3.31329,8.2293,4.47297,8.94908,9.78999,15.50283,1.0677
07/01/2005,42.69828,10.97183,76.06956,3.32741,8.23379,4.43918,8.88454,9.58857,15.38956,1.14295
10/01/2005,43.34096,10.99626,76.37393,3.32741,8.31968,4.46631,8.92605,9.82678,15.20642,1.16283
11/01/2005,43.04068,11.04715,75.7506,3.32741,8.35576,4.43149,8.91899,9.60711,15.26406,1.19626
12/01/2005,43.76796,11.13929,75.21198,3.32741,8.31545,4.46842,9.00632,9.65414,15.26896,1.22539
13/01/2005,43.60702,11.20068,74.8777,3.32741,8.3236,4.44237,8.98793,9.48848,15.21111,1.2299
14/01/2005,43.69057,11.09982,76.09562,3.33276,8.23452,4.39008,8.98133,9.47307,15.14489,1.21449
17/01/2005,43.67934,11.2309,76.40082,3.43136,8.31698,4.42821,8.8716,9.50528,15.26015,1.26794
18/01/2005,42.01814,11.17052,76.11009,3.40984,8.3068,4.39565,8.84378,9.44998,15.19785,1.27826
19/01/2005,41.13127,11.12398,75.22227,3.39108,8.45252,4.43813,8.73837,9.47311,15.31658,1.28112
20/01/2005,41.27135,10.98562,73.87766,3.35154,8.34607,4.39843,8.75537,9.31578,15.13926,1.28112
21/01/2005,41.46521,10.97903,74.15868,3.35154,8.34607,4.42008,8.60729,9.29741,15.13926,1.28112
24/01/2005,41.2573,10.94629,73.0801,3.35154,8.25873,4.391,8.69277,9.1672,15.0795,1.30917
25/01/2005,41.39205,10.90334,72.83503,3.30119,8.33692,4.36529,8.81683,9.20438,15.25604,1.28544
26/01/2005,41.41554,11.03961,72.96664,3.24827,8.44786,4.37322,8.73465,9.22888,15.25702,1.34847
27/01/2005,41.10073,11.04474,72.9619,3.30178,8.31902,4.32674,8.62055,9.17172,15.31697,1.36762
28/01/2005,42.33469,11.05689,72.92788,3.28908,8.36444,4.35118,8.70016,9.08447,15.3154,1.29659
31/01/2005,42.92466,11.08093,74.08485,3.25563,8.35984,4.3583,8.66541,9.1996,15.31501,1.34593
01/02/2005,43.72006,11.04643,75.07165,3.25563,8.28047,4.37141,8.8333,9.28627,15.25565,1.4057
02/02/2005,43.40643,11.09697,74.8212,3.25563,8.29412,4.31487,8.77299,9.47152,15.31553786,1.36637
03/02/2005,43.95819,11.05963,75.45826,3.16793,8.34964,4.31146,8.63348,9.35272,15.37473293,1.33675
04/02/2005,44.2564,11.18618,76.88309,3.05512,8.48635,4.37287,8.47581,9.38017,15.43426837,1.4069
07/02/2005,45.09438,11.18214,75.61975,3.11809,8.39127,4.32824,8.53939,9.42062,15.49405589,1.44681
08/02/2005,44.59861,11.36166,76.06392,3.10422,8.54247,4.37732,8.62517,9.25961,15.55340582,1.47835
09/02/2005,43.83299,11.33871,75.01257,3.0789,8.54247,4.4868,8.67531,9.56317,15.55205,1.41517
10/02/2005,44.99148,11.38229,75.5641,3.0789,8.54247,4.54116,8.69114,9.40679,15.55205,1.41517
11/02/2005,44.1101,11.66068,75.80072,3.0789,8.53781,4.5471,8.80124,9.67394,15.55205,1.42857
14/02/2005,44.25353,11.79576,76.42026,3.1266,8.7074,4.57467,8.89037,9.7347,15.73093,1.43564
15/02/2005,45.53495,11.80296,77.21302,3.13858,8.59044,4.69053,8.8674,9.89227,15.73093,1.46239
16/02/2005,46.4578,11.65367,76.58874,3.22219,8.45275,4.6146,8.94227,9.79215,15.79009,1.44351
17/02/2005,47.82495,11.67435,76.74886,3.20103,8.58206,4.58575,8.98217,9.75359,15.78969,1.40435
18/02/2005,47.21002,11.66454,75.89929,3.12344,8.59201,4.54388,9.03526,9.66039,15.84905,1.41216
21/02/2005,48.51028,11.56526,75.79667,3.12344,8.59779,4.47821,9.35359,9.65873,15.78969,1.36497
22/02/2005,48.31645,11.63545,76.30421,3.12344,8.47331,4.60108,9.43463,9.68597,15.78989,1.38473
23/02/2005,47.83966,11.5994,76.48187,3.23122,8.47331,4.59417,9.59003,9.78578,15.67137,1.40899
24/02/2005,48.51761,11.63019,76.1889,3.12314,8.44372,4.53464,9.4914,9.73201,15.78989,1.44037
25/02/2005,50.54091,11.64251,77.22515,3.1288,8.27495,4.6114,9.68287,9.85939,15.79009,1.48617
28/02/2005,50.03744,11.56653,76.47721,3.32515,8.24288,4.59933,9.56439,10.00527,15.85007,1.56639
01/03/2005,49.21957,11.65639,76.70352,3.26015,8.30963,4.5864,9.36342,10.05569,15.49349,1.49777
02/03/2005,47.27345,11.6008,76.87514,3.26015,8.35535,4.57427,9.51582,10.00186,15.25565,1.45495
03/03/2005,47.81899,11.62528,76.9094,3.26015,8.34816,4.56072,9.59149,9.96008,15.3152,1.49718
04/03/2005,49.25606,11.9415,78.96125,3.31768,8.41641,4.64217,9.55527,10.24891,15.19687,1.52453
07/03/2005,49.71228,11.88981,78.56388,3.19185,8.41745,4.53127,9.7369,10.18421,15.25565,1.49779
08/03/2005,49.68646,11.89474,78.94026,3.2573,8.56016,4.50728,9.86137,10.27769,15.31481,1.47679
09/03/2005,49.32858,11.88844,79.60626,3.23445,8.63205,4.56726,9.93268,10.27906,15.25565,1.49364
10/03/2005,48.22934,11.82136,79.49622,3.00286,8.5665,4.60431,10.04983,10.14654,15.25643,1.45483
11/03/2005,46.86595,11.89867,80.85244,3.00286,8.5755,4.61217,9.85235,10.18389,15.19765,1.47913
14/03/2005,45.95711,11.82722,80.1513,3.00286,8.48688,4.64621,9.97166,10.03553,15.25565,1.4307
15/03/2005,45.26153,11.89467,80.42198,2.99773,8.48897,4.67365,10.05069,10.08255,15.19629,1.39719
16/03/2005,44.46494,11.6544,78.54446,2.83467,8.50364,4.60762,10.13077,10.03996,14.95865,1.23771
17/03/2005,44.09603,11.67149,78.23994,2.97855,8.42574,4.57723,10.06306,9.99619,14.95827,1.21751
18/03/2005,45.15045,11.70755,78.14451,2.9522,8.47905,4.64832,9.8929,9.86227,14.96076,1.265
21/03/2005,42.4773,11.49502,76.46149,2.89798,8.51133,4.61785,9.9617,9.77594,14.90044,1.19292
22/03/2005,43.80983,11.66356,77.00388,2.89798,8.66797,4.70049,9.74673,9.95504,14.89948,1.23372
23/03/2005,42.77254,11.43479,74.85236,2.89798,8.56847,4.64854,9.74673,9.80202,14.72159,1.17641
24/03/2005,41.97321,11.51005,75.06184,2.75407,8.56378,4.74186,9.74673,9.8168,14.72121,1.19124
25/03/2005,41.97321,11.51005,75.06184,2.64478,8.56378,4.74186,9.74673,9.8168,14.72121,1.21319
28/03/2005,41.97321,11.51005,75.06184,2.68243,8.45963,4.74186,9.7861,9.8168,14.72121,1.16426
29/03/2005,41.35315,11.51063,75.47069,2.70624,8.51559,4.67514,9.73177,9.81329,14.54332,1.14623
30/03/2005,42.2121,11.43433,75.368,2.48415,8.4668,4.66892,9.68425,9.7785,14.60324,1.20746
31/03/2005,44.15954,11.35322,75.1091,2.48415,8.58553,4.76766,9.64625,9.78373,14.72197,1.27663
01/04/2005,43.12244,11.25324,75.64022,2.48415,8.54207,4.74082,9.68199,9.86567,14.66317,1.28846
04/04/2005,42.80046,11.08639,74.69762,2.63462,8.62173,4.6728,9.89924,9.77907,14.60362,1.28994
05/04/2005,43.50809,11.18914,74.94544,2.78774,8.58793,4.67571,9.98825,9.89563,14.60362,1.31131
06/04/2005,43.45108,11.34238,75.30168,2.67842,8.59517,4.73788,10.05037,10.01582,14.60343,1.34844
07/04/2005,42.89138,11.39344,75.80531,2.6294,8.67378,4.74413,10.05307,9.88806,14.66298,1.33335
08/04/2005,42.89138,11.44636,76.1981,2.66518,8.80855,4.77293,10.04683,9.88624,14.66317,1.32219
11/04/2005,43.83736,11.42532,76.60002,2.66518,8.77131,4.80196,9.82932,10.06777,14.72254,1.29753
12/04/2005,43.10209,11.24277,74.93073,2.66518,8.8299,4.77266,9.91164,9.99204,14.72254,1.31257
13/04/2005,43.38634,11.33328,76.02992,2.67956,8.79263,4.75865,9.78819,10.21696,14.84127,1.31517
14/04/2005,42.60348,11.24317,76.06318,2.54304,8.7353,4.72103,9.76321,9.82362,14.78247,1.24325
15/04/2005,42.40723,11.03499,74.57824,2.55351,8.73793,4.5989,9.60519,9.66789,14.72348,1.24999
18/04/2005,41.57454,10.96052,73.35315,2.5668,8.63313,4.39797,9.57025,9.50473,14.54463,1.23899
19/04/2005,41.96195,11.02751,72.32747,2.58191,8.70741,4.42126,9.77059,9.47086,14.60399,1.29324
20/04/2005,41.96662,11.03034,72.59784,2.58191,8.73069,4.48492,9.74936,9.48511,14.66223,1.32661
21/04/2005,42.27935,10.95425,71.9853,2.58191,8.71322,4.43702,9.50234,9.41494,14.72235,1.31643
22/04/2005,42.57376,11.12594,72.34633,2.45149,8.60691,4.44246,9.57681,9.59131,14.72915,1.34793
25/04/2005,42.60131,11.04737,72.54663,2.26704,8.54922,4.41836,9.266,9.55198,14.78721,1.33409
26/04/2005,41.31594,10.99665,72.71103,2.25082,8.65984,4.54628,9.06823,9.42667,14.8426,1.30939
27/04/2005,40.05117,10.86689,71.65887,2.4062,8.60064,4.41983,9.02614,9.30862,14.84165,1.26352
28/04/2005,39.01326,10.86936,72.61574,2.32339,8.61633,4.46543,9.05872,9.11757,14.84146,1.22493
29/04/2005,39.20977,10.85204,70.81901,2.32339,8.60146,4.46215,9.03712,9.08265,14.84755,1.1996
02/05/2005,39.2145,10.8623,70.75232,2.32339,8.60146,4.51764,9.26148,9.07087,14.84755,1.21741
03/05/2005,39.2145,11.08148,70.7701,2.35494,8.59044,4.54228,9.5846,9.11679,14.78968,1.24379
04/05/2005,41.04432,11.1934,71.83329,2.46438,8.66003,4.6046,9.5846,9.16383,14.97171,1.26057
05/05/2005,41.39461,11.20811,72.8296,2.35478,8.60725,4.58392,9.64898,9.16383,15.0342,1.3043
06/05/2005,41.24227,11.13168,71.99866,2.19567,8.51945,4.47906,9.74867,9.16511,15.03189,1.27984
09/05/2005,41.45062,11.05469,71.2056,2.13211,8.67458,4.489,9.66417,9.16191,15.02244,1.27607
10/05/2005,40.37727,10.88851,69.3094,2.13211,8.61738,4.47179,9.59772,9.12278,14.96115,1.25894
11/05/2005,38.24564,10.80882,69.25515,2.13211,8.73866,4.4789,9.57674,9.01877,14.96134,1.25802
12/05/2005,38.39122,10.74306,68.64891,2.24691,8.62634,4.42397,9.37456,9.02523,14.96057,1.27393
13/05/2005,37.47356,10.85454,67.66138,2.02972,8.72371,4.38531,9.37456,9.12713,14.84241,1.27672
16/05/2005,37.24171,10.81515,67.84157,1.84735,8.67168,4.38488,9.37456,9.07756,14.84241,1.23951
17/05/2005,38.3701,10.78749,67.83486,1.75763,8.62947,4.30024,9.35327,9.06943,14.78114,1.23225
18/05/2005,39.91743,11.0105,68.72422,1.86994,8.64358,4.32929,9.28017,9.20479,14.67352,1.27093
19/05/2005,40.13256,11.03375,67.57853,1.86994,8.61801,4.32357,9.24016,9.02905,14.73274,1.27093
20/05/2005,39.6004,10.82432,67.17767,1.86994,8.6954,4.27534,9.22529,8.89158,14.73879,1.24671
23/05/2005,39.30486,10.88152,67.95259,1.75327,8.6954,4.31242,9.26834,8.93811,14.74503,1.16576
24/05/2005,39.21569,10.8476,67.72721,1.35373,8.68479,4.27392,9.27717,8.94828,14.75602,1.13176
25/05/2005,39.20741,10.82474,67.77924,1.12725,8.55754,4.31417,9.34172,8.95528,14.63815,1.14106
26/05/2005,39.20741,10.82006,67.76907,1.13859,8.48019,4.34663,9.36012,8.94835,14.69785,1.1269
27/05/2005,41.59203,10.87797,68.48228,1.78048,8.4219,4.32739,9.38569,9.00297,14.70427,1.16954
30/05/2005,40.8703,10.85823,69.18044,1.78048,8.59051,4.3854,9.21894,9.03837,14.81895,1.22404
31/05/2005,40.68058,10.66363,67.84157,1.78048,8.45421,4.39834,9.36115,8.8963,14.75887,1.27843
01/06/2005,39.93163,10.75097,68.53506,1.75044,8.52381,4.40959,9.53438,9.09819,14.75091,1.30133
02/06/2005,40.38146,10.79581,69.03463,1.70652,8.58927,4.43143,9.4726,9.08376,14.75147,1.37341
03/06/2005,41.34198,10.708,67.78784,1.8308,8.54679,4.35098,9.44027,9.0007,14.75375,1.39126
06/06/2005,43.91374,10.67784,67.81565,1.8367,8.58431,4.36782,9.71487,9.0007,14.75564,1.33165
07/06/2005,44.37334,10.80989,68.66875,1.75069,8.53281,4.41057,9.7281,9.21724,14.75697,1.31547
08/06/2005,44.69308,10.68567,68.28231,1.75069,8.48275,4.37794,9.67083,9.13791,14.75735,1.3593
09/06/2005,45.07366,10.66761,68.692,1.75069,8.45879,4.32446,9.64618,9.08955,14.81667,1.32417
10/06/2005,44.1944,10.66217,68.59167,1.59095,8.54014,4.37772,9.55077,8.94922,14.88114,1.33165
13/06/2005,43.43558,10.59904,68.12143,1.70172,8.49844,4.31567,9.57765,8.85082,14.88574,1.29419
14/06/2005,43.12274,10.58743,67.91179,1.62955,8.45897,4.29169,9.51315,8.8959,14.76969,1.35475
15/06/2005,44.25705,10.59505,67.78673,1.60147,8.52942,4.25973,9.58443,9.0215,14.82905,1.33635
16/06/2005,42.74271,10.68511,67.88225,1.62713,8.58004,4.26876,9.73384,8.98292,14.76779,1.4108
17/06/2005,44.33557,10.89061,69.42394,1.62713,8.721,4.34186,9.64052,9.25625,14.83039,1.42958
20/06/2005,44.07267,10.75213,68.3735,1.62713,8.52534,4.27277,9.7272,9.16562,14.88784,1.43449
21/06/2005,43.96459,10.84695,68.53986,1.34253,8.53963,4.25971,9.77474,9.18614,14.89129,1.41287
22/06/2005,44.72191,10.81479,68.284,1.37611,8.53146,4.29704,9.63734,8.95058,15.01834,1.42948
23/06/2005,44.27967,10.78456,68.07709,1.1602,8.59852,4.27611,9.81597,8.70093,15.13461,1.44532
24/06/2005,43.92034,10.70411,67.2077,1.243,8.58414,4.24241,9.80386,8.70093,15.13033,1.45864
27/06/2005,43.24146,10.71297,66.7515,1.23399,8.45897,4.21935,9.83905,8.57712,15.01255,1.43424
28/06/2005,42.81509,10.69348,66.72067,1.23399,8.44133,4.21555,10.011,8.57398,15.13403,1.4369
29/06/2005,42.93836,10.81858,67.57648,1.23399,8.4198,4.23858,9.90264,8.60408,15.07445,1.44387
30/06/2005,43.07637,10.81357,68.11031,1.09501,8.41432,4.29321,9.7203,8.58307,14.89416,1.45351
01/07/2005,43.52882,10.82485,67.9007,1.30066,8.39293,4.2614,9.70157,8.62266,14.89416,1.47503
04/07/2005,42.96933,10.76305,67.73805,1.11255,8.5031,4.2247,9.65456,8.62225,14.79522,1.45588
05/07/2005,42.53434,10.79816,67.66656,1.02219,8.49257,4.24439,9.6877,8.60532,14.76177,1.41244
06/07/2005,41.82265,10.84308,68.15126,0.9993,8.3682,4.33497,9.62801,8.68676,14.81943,1.42103
07/07/2005,40.77591,10.60197,66.66836,0.9993,8.29753,4.24577,9.70852,8.50989,14.71165,1.41391
08/07/2005,41.6752,10.78114,67.34352,0.9993,8.27756,4.33466,9.74519,8.56536,14.65114,1.42812
11/07/2005,41.77945,11.02752,69.40853,1.00669,8.49658,4.45186,9.78488,8.71012,14.78666,1.43203
12/07/2005,43.17379,11.1404,70.34999,0.99976,8.59565,4.46082,9.69923,8.8527,14.79686,1.44496
13/07/2005,41.97394,11.14057,70.81536,0.95534,8.51014,4.61988,9.66669,8.9854,14.87923,1.45612
14/07/2005,41.82278,11.20729,72.40924,0.8546,8.57734,4.64332,9.59891,8.92759,14.97754,1.49668
15/07/2005,41.73355,11.18517,72.40355,0.65228,8.59412,4.56843,9.53924,8.80458,15.00174,1.55575
18/07/2005,41.83361,11.23192,72.61369,0.65228,8.54701,4.58619,9.76406,8.82975,14.99195,1.55844
19/07/2005,41.7165,11.24424,73.41927,0.65228,8.75584,4.61795,9.64292,8.86203,14.88191,1.55622
20/07/2005,41.60363,11.20866,73.89956,0.64963,8.7631,4.58799,9.84951,8.80906,14.94086,1.55809
21/07/2005,41.68638,11.40731,75.15102,0.65713,8.95992,4.5911,9.74965,8.79507,14.97606,1.58628
22/07/2005,40.55756,11.27321,74.58499,0.82081,8.9705,4.58354,9.73034,8.89884,15.09478,1.59374
25/07/2005,41.23984,11.32943,74.4269,1.06976,8.78565,4.5835,9.79343,9.05091,15.12838,1.57108
26/07/2005,41.1775,11.34797,74.31683,1.03926,8.81136,4.55255,9.78137,8.96359,15.15788,1.55029
27/07/2005,42.77034,11.35191,75.30818,1.04849,8.88889,4.55184,9.92798,9.34414,15.12099,1.59243
28/07/2005,43.99308,11.55265,75.61351,1.04849,8.95271,4.5756,9.96135,9.35184,15.0356,1.61582
29/07/2005,45.27043,11.55634,75.46868,1.04849,9.08817,4.56121,9.92204,9.17254,15.05536,1.62666
01/08/2005,45.39169,11.48366,75.52469,1.04849,8.91835,4.63442,10.17565,9.27508,15.15377,1.65883
02/08/2005,46.90966,11.54249,75.82374,1.0893,8.94044,4.64207,10.40715,9.46782,15.30963,1.58736
03/08/2005,46.22636,11.71243,76.30551,0.98248,8.96155,4.67111,10.24495,9.55876,15.2274,1.57023
04/08/2005,46.90403,11.64333,76.44587,1.05334,8.89831,4.6524,10.12771,9.54677,15.23598,1.60625
05/08/2005,47.63783,11.55058,74.58279,1.05334,8.9453,4.61408,10.23286,9.63202,15.19127,1.59242
08/08/2005,49.78096,11.61607,74.90078,1.05334,8.94909,4.65426,10.44341,9.65649,15.24049,1.57737
09/08/2005,50.67929,11.61349,75.69088,1.14021,8.94909,4.64861,10.13747,9.6436,15.20318,1.55192
10/08/2005,50.96089,11.68144,77.47889,0.98036,8.9302,4.70258,9.94928,9.82683,15.28037,1.5524
11/08/2005,51.53685,11.77363,77.41742,0.98078,8.79534,4.68956,9.90267,9.86112,15.38725,1.51269
12/08/2005,50.76767,11.76677,77.16721,0.9061,8.71723,4.63781,9.80286,9.78994,15.40095,1.44792
15/08/2005,50.76767,11.65934,76.20539,0.92966,8.55319,4.63781,9.76085,9.70592,15.38824,1.48964
16/08/2005,50.65435,11.61841,75.73387,0.92966,8.74548,4.58811,9.85041,9.66275,15.35827,1.45794
17/08/2005,50.38476,11.44954,75.27216,0.92966,8.54752,4.52066,9.78716,9.53025,15.26315,1.42857
18/08/2005,50.00152,11.31714,74.16,0.85618,8.5824,4.48053,9.84201,9.47197,15.11156,1.45195
19/08/2005,49.41992,11.44221,75.94127,0.91505,8.56082,4.54691,9.86189,9.48731,15.02543,1.52184
22/08/2005,50.52042,11.55563,76.56043,0.88966,8.57623,4.50965,9.92494,9.50443,15.12017,1.55816
23/08/2005,49.89015,11.42455,76.46967,0.86995,8.51217,4.51891,9.90532,9.34727,15.00946,1.59558
24/08/2005,49.88897,11.38493,76.24739,0.83233,8.44008,4.53381,10.01496,9.32137,14.9132,1.57887
25/08/2005,48.89604,11.28262,75.23147,0.83233,8.43604,4.49712,9.86676,9.20647,14.88282,1.63163
26/08/2005,48.96313,11.24355,74.42114,0.83233,8.54394,4.45129,9.96965,9.12125,14.89934,1.6591
29/08/2005,48.79224,11.22023,74.1875,0.93453,8.38387,4.4734,9.86391,9.08338,14.81495,1.64714
30/08/2005,49.4095,11.15676,73.71737,0.92586,8.36249,4.42165,10.01117,8.97847,14.84689,1.64714
31/08/2005,49.9048,11.38372,75.37044,0.87898,8.43882,4.51685,10.11251,9.38016,14.83382,1.66576
01/09/2005,52.46229,11.66078,76.81125,0.89602,8.52307,4.62419,10.32618,9.38142,14.93375,1.66046
02/09/2005,52.2615,11.72772,77.94042,0.83275,8.54037,4.66831,10.1326,9.5925,15.02318,1.67599
